"サイズの種類ID","サイズの種類名","カテゴリID","カテゴリ名","カテゴリパス"
"120","120cm","4502","ベビー用トップス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"130","130cm","4502","ベビー用トップス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"140","140cm","4502","ベビー用トップス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"150","150cm","4502","ベビー用トップス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"161","160cm","4502","ベビー用トップス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"170","170cm以上","4502","ベビー用トップス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"50","50cm以下","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"60","60cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"65","65cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"70","70cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"75","75cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"80","80cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"85","85cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"90","90cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"95","95cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"100","100cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"110","110cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"120","120cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"130","130cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"140","140cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"150","150cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"161","160cm","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"170","170cm以上","4503","ベビー用ボトムス","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"50","50cm以下","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"60","60cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"65","65cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"70","70cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"75","75cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"80","80cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"85","85cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"90","90cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"95","95cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"100","100cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"110","110cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"120","120cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"130","130cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"140","140cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"150","150cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"161","160cm","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"170","170cm以上","4504","べビーアウター","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"50","50cm以下","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"60","60cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"65","65cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"70","70cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"75","75cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"80","80cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"85","85cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"90","90cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"95","95cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"100","100cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"110","110cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"120","120cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"130","130cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"140","140cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"150","150cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"161","160cm","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"170","170cm以上","4506","ベビー肌着・下着","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"50","50cm以下","4508","ベビーレインコート・レイングッズ","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
"60","60cm","4508","ベビーレインコート・レイングッズ","ベビー・キッズ/ベビー服・ファッション用品(～90cm)"
